Price,Pricing,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Location,Number of views last 7 days
EUR 48000,48000.00,Motor Yacht,Innovazioni e Progetti power boats,"Used boat,Diesel",1995,8.69,3.2,GRP,Italy,152
EUR 47999,47999.00,Sport Boat,Sea Ray power boats,"new boat from stock,Unleaded",2019,5.99,2.21,GRP,Germany,42
CHF 51880,54041.67,Pilothouse,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.2,2.4,GRP,Switzerland ,140
EUR 47990,47990.00,Pilothouse,B̩n̩teau power boats,new boat from stock,2020,5.52,2.4,PVC,Spain,111
EUR 47950,47950.00,Sport Boat,Bayliner power boats,"new boat from stock,Unleaded",2020,6.29,2.36,GRP,Germany,151
EUR 47900,47900.00,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2019,5.94,2.54,GRP,Germany,60
EUR 47900,47900.00,Bowrider,Campion power boats,"new boat from stock,Unleaded",2020,6.1,2.34,GRP,Germany,43
EUR 47900,47900.00,Sport Boat,Parker power boats,new boat from stock,0,7.46,2.55,GRP,Germany,88
EUR 47900,47900.00,Bowrider,Saxdor power boats,"new boat on order,Unleaded",2020,5.94,2.29,,Germany,52
EUR 47800,47800.00,Motor Yacht,Princess power boats,"Used boat,Diesel",1987,11.6,3.96,GRP,Croatia,385
CHF 51590,53739.58,Sport Boat,Yamarin power boats,"Used boat,Unleaded",2016,6.25,2.3,GRP,Switzerland ,192
CHF 51570,53718.75,Bowrider,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,5.76,2.3,GRP,Switzerland ,233
EUR 47520,47520.00,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.12,2.4,GRP,Germany,127
EUR 47500,47500.00,Bowrider,Regal power boats,"Used boat,Unleaded",2002,8.2,2.5,,France,139
EUR 47500,47500.00,Trawler,,"Used boat,Diesel",1956,9.3,3.18,Steel,Netherlands,84
EUR 47500,47500.00,Pilothouse,B̩n̩teau power boats,Used boat,2006,7.43,2.95,GRP,Croatia,101
EUR 47500,47500.00,Launch,,Used boat,1990,10,3.8,GRP,Netherlands,79
EUR 47500,47500.00,"Cabin Boat,Pilothouse",B̩n̩teau power boats,"Used boat,Unleaded",2016,7.4,2.85,GRP,France,269
EUR 47500,47500.00,Trawler,,Used boat,1978,12,3.65,Steel,Netherlands,101
EUR 47500,47500.00,"Classic,Sport Boat",Boesch power boats,"Used boat,Unleaded",1979,5.8,2.05,Wood,Germany,566
EUR 47500,47500.00,Motor Yacht,Bayliner power boats,"Used boat,Unleaded",1997,9.1,3.05,GRP,Germany,153
EUR 47500,47500.00,Motor Yacht,Rinker power boats,"Used boat,Unleaded",2008,9.14,2.78,GRP,Croatia,254
EUR 47500,47500.00,Bowrider,Regal power boats,"Used boat,Unleaded",2009,8.5,2.3,GRP,Netherlands,320
EUR 47383,47383.00,Center console boat,Flipper power boats,"new boat from stock,Unleaded",2019,6.05,2.22,GRP,Germany,70
EUR 47383,47383.00,Sport Boat,Flipper power boats,"new boat from stock,Unleaded",2019,6.05,2.22,GRP,Germany,146
CHF 51200,53333.33,Pilothouse,Glastron power boats,"Used boat,Unleaded",0,6.25,2.44,GRP,Switzerland ,231
EUR 47310,47310.00,Deck Boat,Quicksilver power boats,"new boat from stock,Unleaded",0,7.23,2.55,GRP,Germany,49
EUR 47300,47300.00,Sport Boat,Sea Ray power boats,"new boat from stock,Unleaded",0,5.94,2.54,GRP,Germany,176
EUR 47250,47250.00,Cabin Boat,,"new boat from stock,Unleaded",0,7.42,2.5,GRP,Germany,59
DKK 351000,47177.42,Bowrider,Campion power boats,,2019,5,2,,Denmark,41
EUR 47175,47175.00,Pilothouse,Quicksilver power boats,"new boat from stock,Unleaded",0,7.39,2.79,GRP,Germany,133
DKK 349000,46908.60,Bowrider,Campion power boats,new boat from stock,2020,5,2,,Denmark,62
EUR 46900,46900.00,Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",2019,6.4,5.45,GRP,Germany,119
EUR 46900,46900.00,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,5.94,2.54,GRP,Germany,97
EUR 46900,46900.00,Pilothouse,B̩n̩teau power boats,"new boat from stock,Unleaded",2020,6.5,2.4,PVC,France,80
EUR 46900,46900.00,Classic,,"Used boat,Diesel",1926,8,2.2,Wood,Netherlands,154
EUR 46900,46900.00,Sport Boat,Bayliner power boats,Used boat,2003,9,3,GRP,Netherlands,218
CHF 50638,52747.92,Cabin Boat,Cap Ferret power boats,new boat from stock,2019,6.48,2.48,,Switzerland ,210
EUR 46800,46800.00,Sport Boat,Cranchi power boats,"Used boat,Diesel",2002,9.1,2.83,GRP,Switzerland ,535
EUR 46800,46800.00,Motor Yacht,Nidelv power boats,Used boat,1997,9.1,3.05,GRP,Netherlands,261
EUR 46800,46800.00,Bowrider,,"new boat from stock,Unleaded",0,7.42,2.5,GRP,Germany,38
EUR 46800,46800.00,Center console boat,Invictus power boats,"new boat from stock,Unleaded",2020,8.1,2.7,GRP,Switzerland ,281
CHF 50390,52489.58,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,5.99,2.21,GRP,Switzerland ,215
CHF 50390,52489.58,Bowrider,Sea Ray power boats,new boat from stock,2020,5.99,2.21,GRP,Switzerland ,247
CHF 50000,52083.33,Pilothouse,,Used boat,2012,6.15,2.2,GRP,Switzerland ,238
EUR 46500,46500.00,Trawler,Valkkruiser power boats,Used boat,1982,12,3.8,Steel,Netherlands,92
EUR 46500,46500.00,Deck Boat,Sessa power boats,"Used boat,Unleaded",2010,7.8,2.64,GRP,France,109
EUR 46500,46500.00,Pilothouse,B̩n̩teau power boats,"new boat from stock,Unleaded",2020,7.48,2.95,GRP,Italy,111
EUR 46500,46500.00,Bowrider,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,6.2,2.34,GRP,Germany,37
EUR 46500,46500.00,Motor Yacht,Four Winns power boats,new boat from stock,0,6.1,2.54,,Germany,72
CHF 50253,52346.88,Motor Yacht,BMA power boats,new boat from stock,2019,6.99,2.5,,Switzerland ,109
CHF 49800,51875.00,Pilothouse,Starfisher power boats,"Used boat,Unleaded",2013,7.9,2.86,GRP,Switzerland ,180
EUR 46407,46407.00,Launch,Antaris power boats,"new boat from stock,Diesel",2020,5.9,2.5,GRP,Germany,74
CHF 50140,52229.17,Bowrider,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.2,2.4,GRP,Switzerland ,222
DKK 345000,46370.97,Deck Boat,Yamarin power boats,new boat from stock,2019,6,2,,Denmark,77
EUR 46260,46260.00,Pilothouse,AluForce power boats,new boat from stock,2020,7.1,2.45,Aluminium,Germany,162
CHF 50000,52083.33,"Classic,Runabout",Faul power boats,Used boat,0,8.2,1.7,Wood,Switzerland ,247
CHF 50000,52083.33,"Classic,Runabout",Boesch power boats,"Used boat,Unleaded",1979,5.1,2.04,Wood,Switzerland ,149
CHF 49995,52078.13,Bowrider,Flying Shark power boats,"new boat from stock,Unleaded",2020,5.7,2.05,GRP,Switzerland ,267
CHF 49990,52072.92,Pilothouse,Selection Boats power boats,"new boat from stock,Unleaded",2019,6.48,2.5,GRP,Switzerland ,158
EUR 46000,46000.00,Motor Yacht,,"Used boat,Diesel",1989,9.65,3.15,Steel,Belgium,211
EUR 46000,46000.00,"Sport Boat,Wakeboard/Wakesurf",Malibu power boats,"Used boat,Unleaded",2014,6.4,2.52,Carbon Fiber,Poland,314
EUR 46000,46000.00,Sport Boat,Stingray power boats,"Used boat,Unleaded",2012,7.6,2.6,GRP,Germany,1019
EUR 45999,45999.00,Deck Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,7.23,2.55,GRP,Germany,51
EUR 45990,45990.00,Sport Boat,Saver power boats,"new boat from stock,Unleaded",2020,6.6,2.53,GRP,Germany,223
EUR 45990,45990.00,Sport Boat,Selection Boats power boats,"new boat from stock,Unleaded",2020,5.7,2.5,PVC,France,62
EUR 45900,45900.00,Sport Boat,Sea Ray power boats,"new boat from stock,Unleaded",0,6.55,2.54,GRP,Germany,129
EUR 45900,45900.00,Bowrider,Campion power boats,"new boat from stock,Unleaded",2020,6.1,2.34,GRP,Germany,38
EUR 45900,45900.00,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6,2.34,GRP,Germany,51
EUR 45900,45900.00,Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2019,6.86,2.48,PVC,France,95
EUR 45900,45900.00,Center console boat,B̩n̩teau power boats,"Used boat,Unleaded",2019,6.8,2.5,PVC,France,91
EUR 45900,45900.00,Center console boat,B̩n̩teau power boats,Used boat,2019,6.8,2.5,PVC,France,100
EUR 45900,45900.00,Sport Boat,B̩n̩teau power boats,"Used boat,Unleaded",2017,6.96,2.66,PVC,France,113
CHF 49500,51562.50,Trawler,Tjeukemer power boats,"Used boat,Diesel",1976,10.9,3.45,Steel,Switzerland ,179
CHF 49500,51562.50,"Classic,Sport Boat",Walser power boats,"Used boat,Unleaded",1967,5.6,2.05,GRP,Switzerland ,174
CHF 49500,51562.50,Fishing Boat,Amberg power boats,new boat from stock,2019,6.4,2.3,Aluminium,Switzerland ,112
CHF 49500,51562.50,Fishing Boat,Amberg power boats,new boat from stock,2019,6.4,2.05,Aluminium,Switzerland ,51
CHF 49390,51447.92,Fishing Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.55,2.54,GRP,Switzerland ,173
EUR 45553,45553.00,Bowrider,Glastron power boats,"new boat from stock,Unleaded",2019,5.95,2.3,GRP,Switzerland ,859
EUR 45500,45500.00,Motor Yacht,Smelne power boats,"Used boat,Diesel",1988,10,3.45,Steel,Germany,191
EUR 45500,45500.00,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2019,5.99,2.21,GRP,Germany,79
EUR 45500,45500.00,Bowrider,Wellcraft power boats,"new boat from stock,Unleaded",2015,6.4,2.59,PVC,France,31
CHF 49100,51145.83,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",0,6.12,2.4,GRP,Switzerland ,98
CHF 49000,51041.67,Pilothouse,Chaparral power boats,"Used boat,Unleaded",1993,9.73,2.97,GRP,Switzerland ,365
CHF 49000,51041.67,Pilothouse,B̩n̩teau power boats,"Used boat,Unleaded",2011,7.23,2.78,GRP,Switzerland ,419
CHF 49000,51041.67,Sport Boat,Scarani power boats,"Used boat,Unleaded",2008,7.46,2.55,GRP,Switzerland ,246
CHF 49000,51041.67,Motor Yacht,Chris Craft power boats,"Used boat,Unleaded",1992,9.6,3.05,GRP,Switzerland ,370
CHF 49000,51041.67,Wakeboard/Wakesurf,MasterCraft power boats,Used boat,2009,6.6,2.54,GRP,Switzerland ,883
CHF 49000,51041.67,Center console boat,Ganz Boats power boats,"Display Model,Electric",2020,5.8,2.03,GRP,Switzerland ,254
EUR 45000,45000.00,Deck Boat,Faeton power boats,"Used boat,Unleaded",2007,7.49,2.79,GRP,Italy,55
EUR 45000,45000.00,Sport Boat,Formula power boats,"Used boat,Unleaded",1995,9.87,2.51,GRP,Italy,109
EUR 45000,45000.00,Sport Boat,Gobbi power boats,"Used boat,Diesel",1983,9.44,3.52,GRP,Italy,110
EUR 45000,45000.00,Sport Boat,Crownline power boats,"Used boat,Unleaded",2007,8.1,2.6,GRP,Croatia,210
EUR 45000,45000.00,Flybridge,Guy Couach power boats,"Used boat,Diesel",1996,10.6,3.7,PVC,France,80
EUR 45000,45000.00,Cabin Boat,Nidelv power boats,"Used boat,Diesel",2006,7.91,2.75,PVC,Croatia,144
EUR 45000,45000.00,Trawler,Nicols power boats,"Used boat,Diesel",1996,8.85,3.4,PVC,France,104
EUR 45000,45000.00,House Boat,,Used boat,2017,9.9,2.6,GRP,Netherlands,182
EUR 45000,45000.00,Motor Yacht,Riva power boats,"Used boat,Unleaded",1978,9.58,2.72,GRP,Spain,163
EUR 45000,45000.00,Motor Yacht,Gobbi power boats,"Used boat,Unleaded",1992,9.6,3,GRP,Italy,73
EUR 45000,45000.00,Motor Yacht,Symbol Yachts power boats,"Used boat,Diesel",1983,11.66,4.17,GRP,Croatia,134
EUR 45000,45000.00,Motor Yacht,Succes power boats,Used boat,1980,9.98,3.4,,Croatia,56
EUR 45000,45000.00,Pilothouse,Ala Blu power boats,"Used boat,Diesel",2003,7.49,2.8,,Italy,52
EUR 45000,45000.00,Trawler,Gruno power boats,"Used boat,Diesel",1985,10,3,Steel,Croatia,130
EUR 45000,45000.00,Motor Yacht,Chris Craft power boats,"Used boat,Diesel",1991,9.3,3.3,GRP,Croatia,151
EUR 45000,45000.00,Flybridge,Aquarius power boats,Used boat,1990,13.21,4.2,,Italy,90
EUR 45000,45000.00,Sport Boat,,"Used boat,Unleaded",2015,7.5,2.55,PVC,France,88
EUR 45000,45000.00,Deck Boat,Javazzo power boats,"Used boat,Diesel",2008,9.18,2.77,,Italy,49
EUR 45000,45000.00,Cabin Boat,Nidelv power boats,"Used boat,Diesel",1999,8,2.85,GRP,Croatia,124
EUR 45000,45000.00,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",2008,8.74,2.59,GRP,Germany,169
EUR 45000,45000.00,Center console boat,Italcraft power boats,"Used boat,Diesel",1981,10.5,3.5,,Italy,57
EUR 45000,45000.00,Pilothouse,B̩n̩teau power boats,"Used boat,Diesel",2002,9.18,3.1,PVC,France,91
EUR 45000,45000.00,Sport Boat,B̩n̩teau power boats,"Used boat,Diesel",1999,9.15,3.11,PVC,France,87
EUR 45000,45000.00,Center console boat,B̩n̩teau power boats,"Used boat,Unleaded",2019,6.1,2.5,PVC,France,54
EUR 45000,45000.00,Sport Boat,Sea Ray power boats,"Used boat,Diesel",1992,12.49,4.01,PVC,Spain,93
EUR 45000,45000.00,Flybridge,De Groot power boats,"Used boat,Unleaded",1972,13.74,3.63,Steel,Germany,91
EUR 45000,45000.00,Flybridge,Scand power boats,"Used boat,Diesel",1999,8.84,3.24,GRP,,131
EUR 45000,45000.00,Trawler,Grand Banks power boats,"Used boat,Diesel",1971,9.48,3.36,,Italy,152
EUR 45000,45000.00,Sport Boat,Cranchi power boats,"Used boat,Unleaded",2008,7.44,2.94,GRP,Italy,75
EUR 45000,45000.00,Sport Boat,Boston Whaler power boats,Used boat,1998,9.3,3.6,GRP,Italy,60
EUR 45000,45000.00,"Classic,Trawler",,"Used boat,Diesel",1988,12.5,4.2,Wood,Croatia,236
EUR 45000,45000.00,Motor Yacht,B̩n̩teau power boats,"Used boat,Diesel",1989,10.49,3.6,PVC,France,107
EUR 45000,45000.00,Center console boat,Capelli power boats,"Used boat,Unleaded",2008,8.1,2.6,GRP,Croatia,44
EUR 45000,45000.00,"Classic,Runabout,Sport Boat",Boesch power boats,"Used boat,Unleaded",1961,5.6,2,Wood,Germany,237
EUR 45000,45000.00,Sport Boat,Boesch power boats,Used boat,1980,5.9,2.6,Wood,Austria,154
EUR 45000,45000.00,"Cabin Boat,Motor Yacht,Sport Boat",Four Winns power boats,"Used boat,Unleaded",2003,8.7,2.6,Plastic,Netherlands,381
EUR 45000,45000.00,Cabin Boat,Yachtwerft Berlin power boats,"Used boat,Diesel",1912,15,3.5,Steel,Germany,444
EUR 45000,45000.00,Motor Yacht,Bavaria power boats,Used boat,2007,9.2,2.98,,Italy,236
EUR 45000,45000.00,Motor Yacht,,Used boat,2005,9,3,,Germany,227
EUR 45000,45000.00,Sport Boat,B̩n̩teau power boats,"Used boat,Unleaded",2013,7,2,GRP,Croatia,168
EUR 45000,45000.00,"Center console boat,Fishing Boat,Sport Boat",Boston Whaler power boats,"Used boat,Unleaded",1987,7.52,2.44,GRP,Italy,208
EUR 45000,45000.00,"Fishing Boat,Flybridge,Trawler",B̩n̩teau power boats,"Used boat,Diesel",2004,9.25,3.1,GRP,Italy,389
EUR 45000,45000.00,Motor Yacht,Maxum power boats,"Used boat,Unleaded",2008,7.49,2.55,Plastic,Belgium,341
EUR 45000,45000.00,Motor Yacht,Gobbi power boats,"Used boat,Diesel",2001,9.85,3.3,GRP,Spain,294
EUR 44999,44999.00,Cabin Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,7.88,2.55,GRP,Germany,316
EUR 44999,44999.00,Pilothouse,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.4,2.46,GRP,Germany,164
EUR 44999,44999.00,Sport Boat,Sea Ray power boats,"new boat from stock,Unleaded",2019,5.99,2.21,GRP,Germany,105
EUR 44995,44995.00,Trawler,,Used boat,1978,10.5,3.45,Steel,Netherlands,86
EUR 44990,44990.00,Cabin Boat,Sea Ray power boats,"Used boat,Unleaded",1988,12.8,4.25,GRP,Germany,153
EUR 44990,44990.00,Sport Boat,Rinker power boats,Unleaded,2006,7.56,2.59,GRP,Germany,105
EUR 44990,44990.00,Trawler,,Diesel,1971,13,3.5,GRP,Germany,91
EUR 44990,44990.00,Cabin Boat,,Diesel,1994,8.03,2.74,GRP,Germany,159
EUR 44990,44990.00,Trawler,,Diesel,1978,11.6,3.2,Steel,Germany,151
EUR 44980,44980.00,Cabin Boat,Rodman power boats,"Used boat,Diesel",2005,8.9,3.05,GRP,Germany,239
EUR 44950,44950.00,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,7.23,2.55,GRP,Germany,34
EUR 44935,44935.00,Deck Boat,Quicksilver power boats,"new boat from stock,Unleaded",0,7.23,2.55,GRP,Germany,86
EUR 44900,44900.00,Sport Boat,Marinello power boats,new boat from stock,2015,6.8,2.49,GRP,Germany,130
EUR 44900,44900.00,Flybridge,Storebro power boats,"Used boat,Diesel",1980,9,3,GRP,Croatia,144
EUR 44900,44900.00,Motor Yacht,Rinker power boats,"Used boat,Unleaded",2003,8.48,2.77,GRP,Slovenia,187
EUR 44900,44900.00,Pontoon Boat,Ranieri International power boats,"new boat from stock,Unleaded",2019,7.15,2.5,GRP,Italy,76
EUR 44900,44900.00,Fishing Boat,Riva Bertram power boats,"Used boat,Unleaded",1978,7.54,2.9,GRP,Spain,178
EUR 44900,44900.00,Pilothouse,Polar Boats power boats,"Used boat,Unleaded",1994,9.05,3,GRP,Germany,102
EUR 44750,44750.00,Bowrider,Quicksilver power boats,"new boat from stock,Unleaded",0,6.99,2.55,GRP,Germany,80
EUR 44742,44742.00,Cabin Boat,Drago Boats power boats,"new boat from stock,Unleaded",0,6.54,2.28,GRP,Germany,87
CHF 48000,50000.00,Motor Yacht,Chris Craft power boats,"Used boat,Unleaded",1993,10.62,3.35,GRP,Switzerland ,312
CHF 48000,50000.00,Sport Boat,Crownline power boats,"Used boat,Unleaded",1999,8.15,2.59,GRP,Switzerland ,486
EUR 44700,44700.00,Sport Boat,Sea Ray power boats,"new boat from stock,Unleaded",0,5.94,2.54,GRP,Germany,138
EUR 44500,44500.00,Fishing Boat,Invictus power boats,"new boat from stock,Unleaded",2018,6.1,2.4,,Germany,117
EUR 44500,44500.00,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,5.94,2.4,GRP,Germany,41
EUR 44500,44500.00,Trawler,Proficiat power boats,Used boat,1992,9.7,3.1,Steel,Netherlands,102
EUR 44500,44500.00,Pilothouse,B̩n̩teau power boats,"Used boat,Unleaded",2018,7.48,2.53,PVC,France,68
EUR 44500,44500.00,"Classic,Sport Boat",,Used boat,1968,6.7,2.3,Wood,Germany,64
EUR 44500,44500.00,Trawler,,Used boat,2003,10,3.5,Steel,Netherlands,80
EUR 44500,44500.00,Motor Yacht,,Used boat,1965,12,3.7,Steel,Netherlands,165
EUR 44499,44499.00,Cabin Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,6.02,2.34,GRP,Germany,110
EUR 44490,44490.00,Bowrider,Buster power boats,"new boat from stock,Unleaded",2020,6.05,2.2,Aluminium,Germany,180
CHF 48060,50062.50,Pilothouse,Finnmaster power boats,new boat from stock,2018,6.9,2.59,GRP,Switzerland ,181
EUR 44425,44425.00,Deck Boat,Quicksilver power boats,"new boat from stock,Unleaded",0,6.66,2.55,GRP,Germany,90
EUR 44400,44400.00,Bowrider,Quicksilver power boats,"new boat on order,Unleaded",0,6.48,2.46,GRP,Germany,25
DKK 329900,44341.40,Motor Yacht,,Used boat,1993,10.08,3.2,,Denmark,238
CHF 47900,49895.83,"Classic,Runabout",Boesch power boats,"Used boat,Unleaded",1979,5.1,2.4,Wood,Switzerland ,265
CHF 47900,49895.83,Sport Boat,Flipper power boats,"new boat from stock,Unleaded",2020,6.74,2.46,GRP,Switzerland ,274
EUR 44290,44290.00,Bowrider,Sea Ray power boats,new boat from stock,2019,5.94,2.54,,Germany,44
EUR 44290,44290.00,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2019,5.94,2.54,GRP,Germany,43
CHF 47500,49479.17,Fishing Boat,Selva power boats,"new boat from stock,Unleaded",2020,6.5,2.38,GRP,Switzerland ,176
DKK 329000,44220.43,Bowrider,Yamarin power boats,new boat from stock,2020,6,2,,Denmark,46
EUR 44200,44200.00,Sport Boat,Bayliner power boats,"new boat from stock,Unleaded",2020,6.2,2.5,GRP,Italy,117
EUR 44190,44190.00,Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2018,6.94,2.48,PVC,France,59
EUR 44125,44125.00,Deck Boat,B̩n̩teau power boats,"new boat from stock,Unleaded",2019,6.8,2.5,PVC,Spain,70
EUR 44000,44000.00,Cabin Boat,,"Used boat,Diesel",1922,13.5,3.4,Steel,France,84
EUR 44000,44000.00,Sport Boat,,"Used boat,Unleaded",2009,8.12,2.55,GRP,Croatia,70
EUR 44000,44000.00,Fishing Boat,Riva power boats,"Used boat,Unleaded",1976,10.45,3.43,GRP,Italy,75
EUR 44000,44000.00,Sport Boat,Monterey power boats,"Used boat,Unleaded",2001,9.45,3,,Italy,49
EUR 43900,43900.00,Sport Boat,Bayliner power boats,"Used boat,Unleaded",2018,5.6,2.4,,France,83
EUR 43900,43900.00,Bowrider,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,6.2,2.34,GRP,Germany,39
EUR 43900,43900.00,Cabin Boat,Maxum power boats,"Used boat,Unleaded",2002,7.6,2.44,GRP,Germany,206
EUR 43900,43900.00,Sport Boat,Jeanneau power boats,"Used boat,Unleaded",2016,7.5,2.5,PVC,France,122
EUR 43845,43845.00,Pontoon Boat,Sunchaser power boats,"new boat from stock,Unleaded",2019,7,2,Aluminium,Portugal,152
EUR 43800,43800.00,"Cabin Boat,Classic",,"Used boat,Unleaded",1966,6.48,2.35,Wood,Germany,37
EUR 43800,43800.00,Pilothouse,Jeanneau power boats,"Used boat,Diesel",2008,8.25,2.94,PVC,France,88
EUR 43690,43690.00,Pilothouse,B̩n̩teau power boats,"new boat from stock,Unleaded",2020,6.48,2.53,GRP,Austria,61
EUR 43673,43673.00,Cabin Boat,Jeanneau power boats,"new boat from stock,Unleaded",0,7.35,2.54,GRP,Germany,110
EUR 43673,43673.00,Sport Boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,7.36,2.55,GRP,Germany,84
CHF 46800,48750.00,Cabin Boat,B̩n̩teau power boats,"Display Model,Diesel",2011,6.5,2.59,GRP,Switzerland ,197
EUR 43500,43500.00,Deck Boat,Moonday power boats,new boat from stock,2019,6.98,2.34,GRP,Netherlands,46
EUR 43500,43500.00,Center console boat,Jeanneau power boats,"Used boat,Unleaded",2019,6.86,2.52,PVC,France,54
DKK 323000,43413.98,Sport Boat,Jeanneau power boats,new boat from stock,2020,6,2,,Denmark,71
CHF 46900,48854.17,Sport Boat,FFW Sealver power boats,"new boat from stock,Unleaded",0,6.12,2.4,Plastic,Switzerland ,279
EUR 43367,43367.00,Deck Boat,B̩n̩teau power boats,"new boat from stock,Unleaded",2020,5.33,2.23,PVC,Spain,87
EUR 43302,43302.00,Runabout,Futuro power boats,"Display Model,Unleaded",2020,5.5,2,Aluminium,Germany,140
